id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,brand,combined_features
53417,women,Apparel,Topwear,kurtas,teal,fall,2012,ethnic,Alma Women Teal Kurta,alma,women kurtas teal alma ethnic fall alma women teal kurta
37152,men,Apparel,Topwear,tshirts,beige,summer,2016,casual,Campbell Men Pack of 3 T-shirts,campbell,men tshirts beige campbell casual summer campbell men pack of 3 t-shirts
5787,women,Apparel,Topwear,tshirts,orange,summer,2011,casual,Jealous 21 Women's Orange Rose T-shirt,jealous 21,women tshirts orange jealous 21 casual summer jealous 21 women's orange rose t-shirt
56959,women,Footwear,Shoes,heels,red,winter,2012,casual,HM Women Red Flats,hm,women heels red hm casual winter hm women red flats
4655,women,Footwear,Shoes,sports shoes,white,summer,2011,sports,ADIDAS Women Desma Low White Pink Shoe,adidas,women sports shoes white adidas sports summer adidas women desma low white pink shoe
15202,men,Apparel,Topwear,tshirts,blue,fall,2011,casual,Arrow Sport Men Solid Blue Polo Tshirts,arrow,men tshirts blue arrow casual fall arrow sport men solid blue polo tshirts
40000,men,Accessories,Eyewear,sunglasses,black,winter,2016,casual,Park Avenue Men Black Frame Sunglasses,park,men sunglasses black park casual winter park avenue men black frame sunglasses
24545,women,Apparel,Topwear,tops,red,fall,2011,ethnic,Mother Earth Women Red Printed Top,mother,women tops red mother ethnic fall mother earth women red printed top
10770,girls,Footwear,Shoes,casual shoes,red,winter,2012,casual,Disney Kids Red Casual Shoes,disney,girls casual shoes red disney casual winter disney kids red casual shoes
56165,women,Personal Care,Makeup,kajal and eyeliner,brown,spring,2017,casual,Colorbar I-Define Truffle Eye Pencil 003,colorbar,women kajal and eyeliner brown colorbar casual spring colorbar i-define truffle eye pencil 003
25497,women,Footwear,Flip Flops,flip flops,purple,summer,2012,casual,Nike Women Aquahype Purple Flip Flops,nike,women flip flops purple nike casual summer nike women aquahype purple flip flops
59911,women,Apparel,Topwear,kurtas,cream,summer,2012,ethnic,Diva Women Cream Kurta,diva,women kurtas cream diva ethnic summer diva women cream kurta
32420,men,Apparel,Bottomwear,shorts,black,summer,2012,sports,ADIDAS Men Black Shorts,adidas,men shorts black adidas sports summer adidas men black shorts
18179,girls,Apparel,Topwear,tops,black,fall,2011,casual,Doodle Kids Girls Black Layer Top,doodle,girls tops black doodle casual fall doodle kids girls black layer top
30713,women,Accessories,Bags,clutches,black,summer,2012,ethnic,Fabindia Black Silk Matka Purse,fabindia,women clutches black fabindia ethnic summer fabindia black silk matka purse
48609,women,Accessories,Jewellery,earrings,silver,summer,2013,casual,Lucera Women Silver Earrings,lucera,women earrings silver lucera casual summer lucera women silver earrings
3014,men,Apparel,Topwear,tshirts,purple,summer,2011,casual,Lee Men's Live Purple T-shirt,lee,men tshirts purple lee casual summer lee men's live purple t-shirt
26676,women,Footwear,Flip Flops,flip flops,pink,summer,2012,casual,Puma Women Stawberry Pink Flip Flops,puma,women flip flops pink puma casual summer puma women stawberry pink flip flops
55384,women,Personal Care,Nails,nail polish,purple,spring,2017,casual,Revlon Plum Deluxe Nail Enamel 315,revlon,women nail polish purple revlon casual spring revlon plum deluxe nail enamel 315
12443,men,Accessories,Wallets,wallets,black,fall,2011,casual,Timberland Men Casual Black Wallets,timberland,men wallets black timberland casual fall timberland men casual black wallets
18945,men,Accessories,Socks,socks,navy blue,summer,2016,casual,Levis Men Scottish Stripes Flat Knit Pack of 3 Socks,levis,men socks navy blue levis casual summer levis men scottish stripes flat knit pack of 3 socks
6566,men,Apparel,Bottomwear,shorts,green,summer,2011,sports,Nike Men's Green Shorts,nike,men shorts green nike sports summer nike men's green shorts
47641,women,Footwear,Shoes,casual shoes,cream,winter,2012,casual,Carlton London Women Cream Shoes,carlton,women casual shoes cream carlton casual winter carlton london women cream shoes
17131,women,Accessories,Bags,handbags,black,winter,2015,casual,Lino Perros Women Classic Black Handbag,lino perros,women handbags black lino perros casual winter lino perros women classic black handbag
23304,women,Apparel,Topwear,kurtas,blue,fall,2011,ethnic,W Women Blue Printed Kurta,w,women kurtas blue w ethnic fall w women blue printed kurta
3828,unisex,Footwear,Flip Flops,flip flops,navy blue,summer,2011,casual,Crocs Kid's Electro Flip Navy Red Kidswear,crocs,unisex flip flops navy blue crocs casual summer crocs kid's electro flip navy red kidswear
51724,men,Accessories,Eyewear,sunglasses,brown,winter,2016,casual,Allen Solly Men Sunglasses AS232-C2,allen,men sunglasses brown allen casual winter allen solly men sunglasses as232-c2
46793,women,Personal Care,Fragrance,perfume and body mist,off white,spring,2017,casual,Carolina Herrera Women 50 ml Perfume,carolina,women perfume and body mist off white carolina casual spring carolina herrera women 50 ml perfume
35261,women,Apparel,Topwear,tops,white,summer,2012,casual,Lee Women Jennifer White Top,lee,women tops white lee casual summer lee women jennifer white top
19897,men,Accessories,Wallets,wallets,tan,summer,2011,casual,Lee Men Leather Tan Wallet,lee,men wallets tan lee casual summer lee men leather tan wallet
4231,men,Apparel,Topwear,tshirts,black,summer,2011,casual,Probase Men's Screw U Blue Tshirt,probase,men tshirts black probase casual summer probase men's screw u blue tshirt
45116,men,Accessories,Watches,watches,black,winter,2016,casual,Casio Enticer Men Silver Analogue Watch MTP-1240D-1ADF(A206),casio,men watches black casio casual winter casio enticer men silver analogue watch mtp-1240d-1adf(a206)
15666,unisex,Accessories,Bags,backpacks,black,fall,2011,casual,Belkin Unisex Netbook Roadie Black Backpacks,belkin,unisex backpacks black belkin casual fall belkin unisex netbook roadie black backpacks
32878,women,Apparel,Topwear,tops,orange,summer,2012,casual,Allen Solly Woman Striped Orange Top,allen,women tops orange allen casual summer allen solly woman striped orange top
21453,women,Apparel,Topwear,tshirts,black,winter,2012,casual,Roxy Women Black Printed T-Shirt,roxy,women tshirts black roxy casual winter roxy women black printed t-shirt
20581,women,Accessories,Bags,mobile pouch,black,winter,2015,casual,Baggit Women Angel Rosy Black Mobile Pouch,baggit,women mobile pouch black baggit casual winter baggit women angel rosy black mobile pouch
53073,women,Accessories,Bags,clutches,brown,summer,2012,casual,Rocia Women Brown Clutch,rocia,women clutches brown rocia casual summer rocia women brown clutch
56501,women,Personal Care,Nails,nail polish,bronze,spring,2017,unknown,Streetwear Boutique Bronze Nail Polish 05,streetwear,women nail polish bronze streetwear unknown spring streetwear boutique bronze nail polish 05
32044,men,Accessories,Socks,socks,navy blue,summer,2016,casual,Playboy Men Blue Socks,playboy,men socks navy blue playboy casual summer playboy men blue socks
40464,men,Footwear,Shoes,sports shoes,white,summer,2012,sports,Fila Men Trofeo White Sports Shoes,fila,men sports shoes white fila sports summer fila men trofeo white sports shoes
33196,women,Apparel,Topwear,tunics,purple,summer,2012,casual,Sepia WomenPurple Printed Tunic,sepia,women tunics purple sepia casual summer sepia womenpurple printed tunic
24121,women,Footwear,Shoes,casual shoes,white,fall,2011,casual,Puma Women White Trinity Casual Shoes,puma,women casual shoes white puma casual fall puma women white trinity casual shoes
10314,women,Accessories,Watches,watches,steel,winter,2016,casual,Esprit Women E-Ffect Black With White Dial Steel Watch,esprit,women watches steel esprit casual winter esprit women e-ffect black with white dial steel watch
52393,women,Apparel,Loungewear and Nightwear,nightdress,grey,winter,2015,casual,Red Rose Women Grey Nightdress,red,women nightdress grey red casual winter red rose women grey nightdress
21661,women,Apparel,Innerwear,bra,red,summer,2014,casual,Enamor Women Smooth Red Bra,enamor,women bra red enamor casual summer enamor women smooth red bra
4003,men,Footwear,Flip Flops,flip flops,navy blue,summer,2011,casual,Spalding Men's Navy With Yellow Flip Flop,spalding,men flip flops navy blue spalding casual summer spalding men's navy with yellow flip flop
45324,women,Footwear,Shoes,heels,pink,summer,2016,casual,Cobblerz Women Pink & White Wedges,cobblerz,women heels pink cobblerz casual summer cobblerz women pink & white wedges
37704,women,Accessories,Belts,belts,brown,summer,2012,casual,Wills Women Brown Braided Belt,wills,women belts brown wills casual summer wills women brown braided belt
32276,women,Apparel,Topwear,kurtas,olive,summer,2012,ethnic,Vishudh Women Printed Olive Kurta,vishudh,women kurtas olive vishudh ethnic summer vishudh women printed olive kurta
41784,women,Apparel,Dress,dresses,purple,summer,2012,casual,Remanika Women Purple Dress,remanika,women dresses purple remanika casual summer remanika women purple dress
56733,men,Apparel,Topwear,tshirts,red,summer,2012,casual,Horsefly Men Red T-shirt,horsefly,men tshirts red horsefly casual summer horsefly men red t-shirt
10126,men,Footwear,Shoes,sports shoes,white,fall,2011,sports,Reebok Men Runtone Action White Sports Shoes,reebok,men sports shoes white reebok sports fall reebok men runtone action white sports shoes
40656,women,Apparel,Topwear,kurtas,magenta,summer,2012,ethnic,Span Women Magenta Kurta,span,women kurtas magenta span ethnic summer span women magenta kurta
1571,men,Footwear,Shoes,sports shoes,white,fall,2010,sports,Kalenji Men's Super Soft Sports Shoes,kalenji,men sports shoes white kalenji sports fall kalenji men's super soft sports shoes
54064,men,Personal Care,Fragrance,deodorant,black,spring,2017,casual,Fogg Men Marco Deo,fogg,men deodorant black fogg casual spring fogg men marco deo
27596,men,Apparel,Topwear,tshirts,black,summer,2012,casual,Scullers Men Black T-shirt,scullers,men tshirts black scullers casual summer scullers men black t-shirt
26444,women,Accessories,Bags,clutches,multi,winter,2015,casual,Spice Art Women Beaded Multi Coloured Clutch,spice,women clutches multi spice casual winter spice art women beaded multi coloured clutch
12671,men,Apparel,Bottomwear,shorts,red,fall,2011,casual,Probase Men Check Red Shorts,probase,men shorts red probase casual fall probase men check red shorts
19299,women,Accessories,Watches,watches,steel,winter,2016,casual,Guess Women Trapeze Steel Watch,guess,women watches steel guess casual winter guess women trapeze steel watch
3226,men,Footwear,Shoes,sports shoes,black,fall,2010,sports,Puma Men's Vesta Runner Black White Shoe,puma,men sports shoes black puma sports fall puma men's vesta runner black white shoe
17303,men,Accessories,Socks,socks,white,fall,2011,sports,Puma Men Pack of 3 Sports Socks,puma,men socks white puma sports fall puma men pack of 3 sports socks
23136,women,Apparel,Topwear,sweatshirts,blue,fall,2011,casual,Quechua Women Fleece  Blue Sweatshirt,quechua,women sweatshirts blue quechua casual fall quechua women fleece  blue sweatshirt
54858,women,Accessories,Jewellery,necklace and chains,red,fall,2012,casual,Ivory Tag Women Captivating Charm Multicolour Necklace,ivory,women necklace and chains red ivory casual fall ivory tag women captivating charm multicolour necklace
34181,boys,Apparel,Topwear,tshirts,blue,summer,2012,casual,Gini and Jony Boys Blue T-shirt,gini & jony,boys tshirts blue gini & jony casual summer gini and jony boys blue t-shirt
6754,men,Footwear,Shoes,sports shoes,white,summer,2011,sports,Nike Men's Air Zoom Opener White Shoe,nike,men sports shoes white nike sports summer nike men's air zoom opener white shoe
35053,men,Footwear,Shoes,casual shoes,black,summer,2012,formal,Windsor Men Black Formal Shoes,windsor,men casual shoes black windsor formal summer windsor men black formal shoes
7686,men,Apparel,Topwear,jackets,red,fall,2011,sports,Puma Men Alonso Track Red Ferrari Jacket,puma,men jackets red puma sports fall puma men alonso track red ferrari jacket
51516,women,Accessories,Watches,watches,white,winter,2016,casual,Fastrack Women White Dial Watch N6015sm01,fastrack,women watches white fastrack casual winter fastrack women white dial watch n6015sm01
13565,men,Apparel,Innerwear,innerwear vests,white,summer,2016,casual,Hanes Men Racer Back White Innerwear Vests,hanes,men innerwear vests white hanes casual summer hanes men racer back white innerwear vests
27750,men,Accessories,Wallets,wallets,brown,winter,2015,casual,Bulchee Men Dark Brown Wallet,bulchee,men wallets brown bulchee casual winter bulchee men dark brown wallet
2132,men,Apparel,Topwear,shirts,brown,spring,2011,casual,Basics Men Brown Slim Fit Shirt,basics,men shirts brown basics casual spring basics men brown slim fit shirt
43215,women,Accessories,Watches,watches,white,winter,2016,casual,Fastrack Women White Dial Watch,fastrack,women watches white fastrack casual winter fastrack women white dial watch
31635,men,Apparel,Topwear,shirts,purple,summer,2012,formal,Indigo Nation Men Striped Purple Shirt,indigo,men shirts purple indigo formal summer indigo nation men striped purple shirt
8408,men,Apparel,Topwear,tshirts,red,fall,2011,sports,ADIDAS Men Gfx Rev 2-L Jer Red T-Shirts,adidas,men tshirts red adidas sports fall adidas men gfx rev 2-l jer red t-shirts
26682,men,Footwear,Shoes,sports shoes,black,summer,2012,sports,Puma Men Silly Point Black Sports Shoes,puma,men sports shoes black puma sports summer puma men silly point black sports shoes
55370,women,Personal Care,Nails,nail polish,pink,spring,2017,casual,Revlon Iced Mauve Nail Polish 333,revlon,women nail polish pink revlon casual spring revlon iced mauve nail polish 333
6592,women,Apparel,Topwear,tshirts,grey,summer,2011,casual,Spykar Women's World Sweet Things White T-shirt,spykar,women tshirts grey spykar casual summer spykar women's world sweet things white t-shirt
34347,men,Apparel,Topwear,tshirts,purple,summer,2012,casual,Myntra Men Purple T-shirt,myntra,men tshirts purple myntra casual summer myntra men purple t-shirt
50602,men,Apparel,Innerwear,trunk,navy blue,summer,2016,casual,Chromozome Men Navy Blue Trunks,chromozome,men trunk navy blue chromozome casual summer chromozome men navy blue trunks
28718,women,Apparel,Topwear,kurtas,white,summer,2012,ethnic,W Women Printed White Kurta,w,women kurtas white w ethnic summer w women printed white kurta
22222,women,Apparel,Topwear,tshirts,white,fall,2011,casual,Little Miss Women Magic White T-shirt,little,women tshirts white little casual fall little miss women magic white t-shirt
16017,men,Accessories,Scarves,scarves,black,fall,2011,casual,Turtle Check Men Black Scarf,turtle,men scarves black turtle casual fall turtle check men black scarf
46767,women,Personal Care,Fragrance,perfume and body mist,cream,spring,2017,casual,Paco Rabanne Women Pour Perfume,paco,women perfume and body mist cream paco casual spring paco rabanne women pour perfume
7440,men,Apparel,Topwear,tshirts,navy blue,summer,2011,casual,Proline Men Navy Polo T-shirt,proline,men tshirts navy blue proline casual summer proline men navy polo t-shirt
19863,men,Footwear,Shoes,sports shoes,white,fall,2011,sports,ADIDAS Men Carlton White Running Sports Shoe,adidas,men sports shoes white adidas sports fall adidas men carlton white running sports shoe
36410,men,Accessories,Socks,socks,black,summer,2016,casual,Reid & Taylor Men Black Socks,reid & taylor,men socks black reid & taylor casual summer reid & taylor men black socks
52155,women,Apparel,Dress,dresses,purple,summer,2012,casual,Femella Women Purple Color Block Dress,femella,women dresses purple femella casual summer femella women purple color block dress
15692,men,Apparel,Topwear,shirts,white,fall,2011,formal,Black coffee Men Micheal White Slim Fit Shirt,black,men shirts white black formal fall black coffee men micheal white slim fit shirt
14740,men,Apparel,Topwear,shirts,blue,fall,2011,formal,Arrow Men Stripes Blue Shirts,arrow,men shirts blue arrow formal fall arrow men stripes blue shirts
53087,women,Accessories,Jewellery,necklace and chains,green,winter,2016,casual,Fabindia Green Necklace,fabindia,women necklace and chains green fabindia casual winter fabindia green necklace
44030,men,Personal Care,Perfumes,perfume and body mist,orange,spring,2017,casual,dunhill Men Pursuit Perfume,dunhill,men perfume and body mist orange dunhill casual spring dunhill men pursuit perfume
5317,men,Footwear,Shoes,formal shoes,brown,winter,2018,formal,Red Tape Men's Slip On Brown Formal Shoe,red tape,men formal shoes brown red tape formal winter red tape men's slip on brown formal shoe
25007,men,Apparel,Topwear,shirts,grey,summer,2012,casual,United Colors of Benetton Men Grey Shirt,united colors of benetton,men shirts grey united colors of benetton casual summer united colors of benetton men grey shirt
52969,women,Apparel,Saree,sarees,black,fall,2012,ethnic,FNF Printed Black Sari,fnf,women sarees black fnf ethnic fall fnf printed black sari
39458,women,Apparel,Topwear,kurtas,white,summer,2012,ethnic,Diva Women White Kurta,diva,women kurtas white diva ethnic summer diva women white kurta
33162,women,Apparel,Topwear,tunics,purple,summer,2012,casual,Sepia Women Purple Tunic,sepia,women tunics purple sepia casual summer sepia women purple tunic
57427,women,Apparel,Topwear,tshirts,green,summer,2015,casual,Angry Birds Women Green T-shirt,angry,women tshirts green angry casual summer angry birds women green t-shirt
52367,women,Apparel,Loungewear and Nightwear,nightdress,green,winter,2015,casual,Red Rose Women Green Nightdress,red,women nightdress green red casual winter red rose women green nightdress
21695,women,Accessories,Watches,watches,maroon,winter,2016,casual,Fossil Women Maroon Dial Watch ES2950,fossil,women watches maroon fossil casual winter fossil women maroon dial watch es2950
36622,men,Accessories,Belts,belts,black,summer,2012,casual,Wills Lifestyle Men Leather Black Belt,wills,men belts black wills casual summer wills lifestyle men leather black belt
44202,women,Footwear,Flip Flops,flip flops,purple,winter,2012,casual,iPanema Women Purple Flip Flops,ipanema,women flip flops purple ipanema casual winter ipanema women purple flip flops
5125,women,Apparel,Topwear,shirts,blue,summer,2011,casual,Wrangler Women English Florals Vanilla White Shirt,wrangler,women shirts blue wrangler casual summer wrangler women english florals vanilla white shirt
14572,men,Footwear,Shoes,casual shoes,grey,spring,2012,casual,Vans Men Half Cab Grey Casual Shoes,vans,men casual shoes grey vans casual spring vans men half cab grey casual shoes
32282,men,Accessories,Watches,watches,black,winter,2016,casual,Q&Q Men Black Watch A148J305Y,q&q,men watches black q&q casual winter q&q men black watch a148j305y
41770,women,Apparel,Dress,dresses,pink,summer,2012,casual,Remanika Women Printed Pink Dress,remanika,women dresses pink remanika casual summer remanika women printed pink dress
11000,men,Accessories,Watches,watches,black,winter,2016,casual,Puma Men Slick 3HD Yellow Black Watches,puma,men watches black puma casual winter puma men slick 3hd yellow black watches
25235,women,Accessories,Bags,backpacks,blue,winter,2015,casual,Lino Perros Women Blue Backpacks,lino perros,women backpacks blue lino perros casual winter lino perros women blue backpacks
5919,women,Footwear,Shoes,casual shoes,white,summer,2011,casual,ADIDAS Women's Daily White Shoe,adidas,women casual shoes white adidas casual summer adidas women's daily white shoe
57615,women,Personal Care,Skin Care,sunscreen,orange,spring,2017,casual,Lotus Herbals UV Screen Matte Gel 50g,lotus,women sunscreen orange lotus casual spring lotus herbals uv screen matte gel 50g
33350,men,Footwear,Shoes,formal shoes,black,summer,2012,formal,Homme Men Black Formal Shoes,homme,men formal shoes black homme formal summer homme men black formal shoes
2300,women,Apparel,Topwear,tshirts,pink,fall,2010,sports,Nike Women Pink Polo T-shirt,nike,women tshirts pink nike sports fall nike women pink polo t-shirt
54090,women,Apparel,Topwear,kurtis,white,summer,2012,ethnic,Mumbai Slang Women White Kurti,mumbai,women kurtis white mumbai ethnic summer mumbai slang women white kurti
13757,men,Apparel,Topwear,shirts,blue,fall,2011,formal,Belmonte Men Check Blue Shirts,belmonte,men shirts blue belmonte formal fall belmonte men check blue shirts
34949,women,Apparel,Saree,sarees,black,summer,2012,ethnic,Fabindia Women H& Printed Black Sari,fabindia,women sarees black fabindia ethnic summer fabindia women h& printed black sari
27562,men,Apparel,Topwear,shirts,purple,summer,2012,casual,Scullers Men Checked Purple Shirt,scullers,men shirts purple scullers casual summer scullers men checked purple shirt
12685,men,Footwear,Shoes,casual shoes,black,fall,2011,casual,Fila Men Vintage Hi Black Casual Shoes,fila,men casual shoes black fila casual fall fila men vintage hi black casual shoes
55142,women,Personal Care,Nails,nail polish,red,spring,2017,casual,Lakme Truewear Color Crush 23 Nail Polish,lakme,women nail polish red lakme casual spring lakme truewear color crush 23 nail polish
31407,men,Apparel,Innerwear,briefs,white,summer,2016,casual,Spykar Men White Pandro Brief,spykar,men briefs white spykar casual summer spykar men white pandro brief
50430,women,Accessories,Bags,handbags,olive,summer,2012,casual,Lino Perros Women Olive Bag,lino perros,women handbags olive lino perros casual summer lino perros women olive bag
34175,boys,Apparel,Topwear,tshirts,black,summer,2012,casual,Gini and Jony Boys Printed Black T-shirt,gini & jony,boys tshirts black gini & jony casual summer gini and jony boys printed black t-shirt
7672,men,Apparel,Topwear,tshirts,yellow,fall,2011,sports,Puma Men's Canary Lemon Yellow T-shirt,puma,men tshirts yellow puma sports fall puma men's canary lemon yellow t-shirt
22010,women,Accessories,Bags,handbags,black,winter,2015,casual,Murcia Women Casual Black Handbag,murcia,women handbags black murcia casual winter murcia women casual black handbag
16225,women,Apparel,Bottomwear,capris,black,fall,2011,ethnic,Puma Women Capri Sweat Black Capris,puma,women capris black puma ethnic fall puma women capri sweat black capris
44666,women,Apparel,Bottomwear,trousers,brown,summer,2012,casual,Wills Lifestyle Women Brown Trousers,wills,women trousers brown wills casual summer wills lifestyle women brown trousers
5541,men,Footwear,Shoes,sports shoes,grey,summer,2011,sports,Nike Mens Jordan Ptp'er White & Grey Shoes,nike,men sports shoes grey nike sports summer nike mens jordan ptp'er white & grey shoes
20323,women,Apparel,Topwear,kurtas,black,summer,2011,ethnic,Mother Earth Women Printed Black Kurta,mother,women kurtas black mother ethnic summer mother earth women printed black kurta
58239,women,Accessories,Wallets,wallets,olive,summer,2012,casual,Baggit Women Olive Wallet,baggit,women wallets olive baggit casual summer baggit women olive wallet
14116,men,Apparel,Bottomwear,jeans,blue,fall,2011,casual,Flying Machine Men Blue Jeans,flying machine,men jeans blue flying machine casual fall flying machine men blue jeans
4493,men,Footwear,Shoes,sports shoes,white,summer,2011,sports,Lotto Men's T-Effect III White Yellow Shoe,lotto,men sports shoes white lotto sports summer lotto men's t-effect iii white yellow shoe
33734,women,Accessories,Bags,handbags,navy blue,winter,2012,casual,Pieces Women Navy Blue Zaki Handbag,pieces,women handbags navy blue pieces casual winter pieces women navy blue zaki handbag
41314,women,Apparel,Bottomwear,leggings,black,fall,2012,casual,Aurelia Women Black Leggings,aurelia,women leggings black aurelia casual fall aurelia women black leggings
11464,men,Apparel,Topwear,tshirts,blue,fall,2011,casual,United Colors of Benetton Men Light Winter Blue Tshirts,united colors of benetton,men tshirts blue united colors of benetton casual fall united colors of benetton men light winter blue tshirts
25651,men,Accessories,Watches,watches,black,summer,2017,casual,Fastrack Men Black Dial Watch N9336SL03,fastrack,men watches black fastrack casual summer fastrack men black dial watch n9336sl03
19609,women,Apparel,Topwear,tops,purple,summer,2011,casual,United Colors of Benetton Women Purple Top,united colors of benetton,women tops purple united colors of benetton casual summer united colors of benetton women purple top
55526,women,Personal Care,Makeup,highlighter and blush,bronze,spring,2017,casual,Revlon Skinlights Bronze Light Face Illuminator,revlon,women highlighter and blush bronze revlon casual spring revlon skinlights bronze light face illuminator
42591,women,Apparel,Dress,dresses,navy blue,summer,2012,casual,United Colors of Benetton Women Navy Blue Dress,united colors of benetton,women dresses navy blue united colors of benetton casual summer united colors of benetton women navy blue dress
31063,women,Apparel,Topwear,dupatta,pink,summer,2012,ethnic,Fabindia Women Pink Silk Dupatta,fabindia,women dupatta pink fabindia ethnic summer fabindia women pink silk dupatta
50868,women,Apparel,Saree,sarees,green,fall,2012,ethnic,Prafful Green Printed Sari,prafful,women sarees green prafful ethnic fall prafful green printed sari
2764,men,Apparel,Topwear,tshirts,green,summer,2011,casual,Classic Polo Mens  T-shirt,classic,men tshirts green classic casual summer classic polo mens  t-shirt
28972,women,Apparel,Apparel Set,kurta sets,orange,summer,2012,ethnic,Biba Women Orange & White Printed Churidar Kurta with Dupatta,biba,women kurta sets orange biba ethnic summer biba women orange & white printed churidar kurta with dupatta
13333,men,Apparel,Topwear,shirts,blue,fall,2011,casual,Gini and Jony Kids Boys Check Blue Shirts,gini & jony,men shirts blue gini & jony casual fall gini and jony kids boys check blue shirts
27106,women,Apparel,Topwear,kurtas,yellow,summer,2012,ethnic,Aneri Women Shruti Yellow Kurta,aneri,women kurtas yellow aneri ethnic summer aneri women shruti yellow kurta
7216,men,Footwear,Shoes,formal shoes,brown,fall,2011,formal,Rockport Men's Evander Brown Shoe,rockport,men formal shoes brown rockport formal fall rockport men's evander brown shoe
49945,men,Apparel,Loungewear and Nightwear,lounge shorts,red,summer,2016,casual,Hanes Men Red Shorts,hanes,men lounge shorts red hanes casual summer hanes men red shorts
16641,men,Apparel,Topwear,tshirts,charcoal,summer,2016,casual,Facit Men Smart  Charcoal Tshirt,facit,men tshirts charcoal facit casual summer facit men smart  charcoal tshirt
17793,men,Accessories,Socks,socks,brown,summer,2016,casual,Reid & Taylor Men Solid Brown Socks,reid & taylor,men socks brown reid & taylor casual summer reid & taylor men solid brown socks
48897,women,Accessories,Jewellery,pendant,silver,summer,2013,casual,Lucera Women Silver Pendant with Chain,lucera,women pendant silver lucera casual summer lucera women silver pendant with chain
34511,men,Footwear,Flip Flops,flip flops,black,summer,2012,casual,ADIDAS Men Caruvo Thong Black Flip Flop,adidas,men flip flops black adidas casual summer adidas men caruvo thong black flip flop
31251,men,Apparel,Topwear,tshirts,white,summer,2012,casual,Puma Men Dizzy Graphic White T-shirt,puma,men tshirts white puma casual summer puma men dizzy graphic white t-shirt
3484,women,Apparel,Bottomwear,capris,brown,fall,2010,sports,ADIDAS Women Darkcinde Brown Capri,adidas,women capris brown adidas sports fall adidas women darkcinde brown capri
7818,men,Apparel,Topwear,tshirts,navy blue,fall,2011,casual,Proline Men Navy Striped Polo T-shirt,proline,men tshirts navy blue proline casual fall proline men navy striped polo t-shirt
13101,men,Apparel,Topwear,tshirts,black,fall,2011,casual,ADIDAS Men F50 Cl Tee Black T-Shirts,adidas,men tshirts black adidas casual fall adidas men f50 cl tee black t-shirts
2556,men,Apparel,Topwear,tshirts,black,fall,2010,casual,Domyos Men's Tank Respi Black T-shirt,domyos,men tshirts black domyos casual fall domyos men's tank respi black t-shirt
43671,women,Apparel,Topwear,waistcoat,pink,summer,2012,casual,ONLY Women Pink Waistcoat,only,women waistcoat pink only casual summer only women pink waistcoat
22646,unisex,Accessories,Bags,duffel bag,grey,winter,2015,casual,Wildcraft Unisex Grey & Blue Duffle Bag,wildcraft,unisex duffel bag grey wildcraft casual winter wildcraft unisex grey & blue duffle bag
46303,men,Personal Care,Fragrance,perfume and body mist,olive,spring,2017,casual,Jacques M Men Fragrance,jacques,men perfume and body mist olive jacques casual spring jacques m men fragrance
9982,men,Apparel,Topwear,tshirts,blue,fall,2011,sports,Nike Men Blue Polo T-shirt,nike,men tshirts blue nike sports fall nike men blue polo t-shirt
23794,men,Footwear,Flip Flops,flip flops,white,fall,2012,casual,Puma Men Drifter Cat II White Flip Flops,puma,men flip flops white puma casual fall puma men drifter cat ii white flip flops
20111,women,Apparel,Topwear,kurtas,white,fall,2011,ethnic,Diva Women Printed White Kurta,diva,women kurtas white diva ethnic fall diva women printed white kurta
14324,women,Apparel,Topwear,sweaters,pink,fall,2011,casual,ADIDAS Women Stripes Pink Sweaters,adidas,women sweaters pink adidas casual fall adidas women stripes pink sweaters
44454,women,Footwear,Shoes,heels,black,summer,2012,casual,Senorita Women Black Sandals,senorita,women heels black senorita casual summer senorita women black sandals
5773,women,Apparel,Bottomwear,shorts,black,summer,2011,casual,Jealous 21 Women's Black Short,jealous 21,women shorts black jealous 21 casual summer jealous 21 women's black short
36074,unisex,Accessories,Bags,duffel bag,beige,winter,2012,casual,OTLS Unisex Beige Gym Bag,otls,unisex duffel bag beige otls casual winter otls unisex beige gym bag
45586,men,Footwear,Shoes,formal shoes,black,summer,2013,formal,Arrow Men Black Formal Shoes,arrow,men formal shoes black arrow formal summer arrow men black formal shoes
39800,men,Apparel,Topwear,shirts,navy blue,summer,2012,formal,Peter England Men Navy Blue Formal Shirts,peter england,men shirts navy blue peter england formal summer peter england men navy blue formal shirts
58837,men,Accessories,Cufflinks,cufflinks,black,summer,2017,casual,Hakashi Men Black Cufflinks,hakashi,men cufflinks black hakashi casual summer hakashi men black cufflinks
33506,women,Apparel,Bottomwear,capris,green,summer,2012,casual,Doodle Kids Girl  Green Capris,doodle,women capris green doodle casual summer doodle kids girl  green capris
57043,women,Apparel,Dress,dresses,black,summer,2012,casual,Elle Black Dress,elle,women dresses black elle casual summer elle black dress
10784,unisex,Accessories,Headwear,caps,black,fall,2011,sports,Nike Unisex Runng Black Caps,nike,unisex caps black nike sports fall nike unisex runng black caps
11656,women,Apparel,Topwear,tshirts,red,fall,2011,casual,Lee Women Printed Red Tshirts,lee,women tshirts red lee casual fall lee women printed red tshirts
56191,women,Personal Care,Makeup,compact,beige,spring,2017,casual,Colorbar Time Plus Beige Compact 005,colorbar,women compact beige colorbar casual spring colorbar time plus beige compact 005
